"dataset_id","title","species","tissues","organ_parts","cell_types","cells","spots","genes","development_stages","sex","stomics_technologies","sample_number","sections_number","disease","browser","summary","overall_design","submission_date","last_modified","contributors","contacts","citation","accessions","platforms","pmid","dataset_quality"
"STDS0000219","Spatial resolution of cellular senescence dynamics in colorectal liver metastasis","Homo sapiens","Liver","CRLM","","0","0","0","","","10x Visium","4","4","","","Heterogeneity of senescent cancer cells have been dissected by Spatial Transcriptomic in human colorectal liver metastasis (CRLM).","Comparative spatial gene expression profiling of senescent cancer cells subpopulations","2022-06-21 00:00:00","2023-07-17 00:00:00","Faggioli, Francesca;Lambroia, Luca","","Garbarino, Ombretta et al. “Spatial resolution of cellular senescence dynamics in human colorectal liver metastasis.” Aging cell vol. 22,7 (2023): e13853. doi:10.1111/acel.13853","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE206552","NextSeq 550","37157887","5"
"STDS0000221","Spatial transcriptomics of adenoid cystic carcinoma of the lacrimal gland","Homo sapiens","Eye","Adenoid cystic carcinoma of lacrimal gland","","0","0","0","","","10x Visium","1","1","Adenoid cystic carcinoma of the lacrimal gland","","We performed spatial transcriptomics of a tumor section from a patient post-treatment with adenoid cystic carcinoma of the lacrimal gland.","LGACC tissue was embedded in paraffin at the time of excision. The FFPE block was sliced at 10 µm and placed on 10x Genomics Visium slide for spatial transcriptomic pipeline.","2023-03-31 00:00:00","2023-07-06 00:00:00","Pelaez, Daniel;Moeyersoms, Acadia H","","Moeyersoms, Acadia H M et al. “Spatial Transcriptomics Identifies Expression Signatures Specific to Lacrimal Gland Adenoid Cystic Carcinoma Cells.” Cancers vol. 15,12 3211. 16 Jun. 2023, doi:10.3390/cancers15123211","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE228685","Illumina NovaSeq 6000","37370820","4"
"STDS0000213","Transcriptome profiling between unfavorable and favorable Wilms Tumors and against human fetal kidney","Homo sapiens","Kidney","","","0","0","0","16.6 GWA;6 years old;5 years old","F/M","10x Visium","2","2","","","Purpose: The 10x Genomics Visium platform allows us to define the spatial topography of gene expression and provides detailed molecular maps that overcome limitations associated with sn/scRNA-seq and microscopy-based spatial transcriptomics methods. The goals of this study are to compare and identify unique transcriptome profiling (RNA-seq) signature between unfavorable and favorable Wilms Tumors and against human fetal kidney.
Methods: Human fetal kidney and Wilms tumor spatial topography of gene expression were generated using the 10X Visium platform
Results: Using an optimized data analysis workflow, we mapped the reads to the hg38 genome build and grouped the spots into 9 clusters based on gene expression profiles.
Conclusion: Our study represents the first implement of Visium technology in human fetal kidney and Wilms Tumor tissue, providing a number of important functional insights about the spatial and molecular definitions of cell populations across human fetal kidney and different subtypes of Wilms Tumor through analyzing gene expression within the intact spatial organization of the human samples.","Three total samples, one healthy fetal kidney and two Wilms tumor samples","2021-06-16 00:00:00","2023-07-01 00:00:00","Core, AGCT;Perin, Laura","","Petrosyan, Astgik et al. “Identification and Characterization of the Wilms Tumor Cancer Stem Cell.” Advanced science (Weinheim, Baden-Wurttemberg, Germany) vol. 10,20 (2023): e2206787. doi:10.1002/advs.202206787","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178349","Illumina NovaSeq 6000","37114795","2"
"STDS0000204","Spatial transcriptomics (Visium, 10x Genomics) data of Duchenne mouse models","Mus musculus","Muscle","Skeletal muscle (quadriceps)","","0","0","0","10 weeks","","10x Visium","0","0","","","Quadricep sections of 10µm thick were placed on Visium spatial transcriptomics slide to obtain spatial datasets for these skeletal muscle sections","healthy controls (C57BL10 and DBA/2J) and DMD affected mouse models (mdx and D2-mdx samples) all n=1","2022-03-29 00:00:00","2023-06-29 00:00:00","Spitali, Pietro;Heezen, Laura;Abdelaal, Tamim;van Putten, Maaike;Aartsma-Rus, Annemieke;Mahfouz, Ahmed","","","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199659","Illumina NovaSeq 6000","","2"
"STDS0000216","Single-cell and spatial transcriptome analysis reveals the cellular heterogeneity of liver metastatic colorectal cancer","Homo sapiens","Colon;Liver","Colorectal tissue;Liver tissue","","0","0","0","","","scRNA;10x Visium","8","0","","","In this study, we comprehensively charted the cellular landscape of colorectal cancer (CRC) and well-matched liver metastatic CRC using single-cell and spatial transcriptome RNA sequencing. We generated 41892 CD45- non-immune cells and 196473 CD45+ immune cells from 27 samples of 6 CRC patients, and found that CD8_CXCL13 and CD4_CXCL13 subsets increased significantly in liver metastatic samples that exhibited high proliferation ability and tumor-activating characterization, contributing to better prognosis of patients. Distinct fibroblast profiles were observed in primary and liver metastatic tumors. The F3+ fibroblasts enriched in primary tumors contributed to worse overall survival by expressing pro-tumor factors. However, the MCAM+ fibroblasts enriched in liver metastatic tumors might promote generation of CD8_CXCL13 cells through Notch signaling. In summary, we extensively analyzed the transcriptional differences of cell atlas between primary and liver metastatic tumors of CRC by single-cell and spatial transcriptome RNA sequencing, providing different dimensions of the development of liver metastasis in CRC","For single-cell RNA sequencing, 6 CRC patients with liver metastasis were enrolled after written informed consent was obtained. Primary CC, CN (at least 2 cm from matched tumors), LM, LN (at least 2 cm from matched tumors) and PB of the enrolled patients were collected following resection. All the patients received preoperative chemotherapy and/or radiotherapy. For spatial transcriptome sequencing, formalin-fixed paraffin embedded (FFPE) tissues of 6 CRC patients were prepared.

Submitter states: Raw data are not included due to patient privacy concerns, which are deposited in the CNGB Nucleotide Sequence Archive (CNSA: https://db.cngb.org/cnsa; accession number: CNP0002540 for single cell RNA sequencing data, and CNP0003321 for spatial transcriptome RNA sequencing data)","2023-02-22 00:00:00","2023-06-16 00:00:00","Long, Jie;Wang, Fei","","Wang, Fei et al. “Single-cell and spatial transcriptome analysis reveals the cellular heterogeneity of liver metastatic colorectal cancer.” Science advances vol. 9,24 (2023): eadf5464. doi:10.1126/sciadv.adf5464","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225857","Illumina NovaSeq 6000","37327339","3"
"STDS0000189","Moxibustion Improves Hypothalamus Aqp4 Polarization in APP/PS1 Mice: Evidence from Spatial Transcriptomics","Mus musculus","Brain","","","0","0","0","7 months","Male","10x Visium","3","3","","","Aquaporin-4 (AQP4) is highly polarized to perivascular astrocytic endfeet. Loss of AQP4 polarization is associated with many diseases. In Alzheimer's disease (AD), it is found that AQP4 loos its normal location and thus reduce the clearance of amyloid-β plaques and Tau protein. Clinical and experimental studies show that moxibustion can improve the learning and memory abilities of AD. In order to explore whether moxibustion can affect the polarization of AQP4 around blood brain barrier (BBB), we used spatial transcriptomics (ST) to analyze the expression and polarization of Aqp4 in wild type mice, APP/PS1 mice and APP/PS1 mice intervened by moxibustion. The results showed that moxibustion improved the loss of abnormal polarization of AQP4 in APP/PS1 mice, especially in the hypothalamic BBB. Besides, there are other 31 genes with Aqp4 as the core have the similar depolarization in APP/PS1 mice, most of which are also membrane proteins. The majority of them have been reversed by moxibustion. At the same time, we employed the cerebrospinal fluid circulation gene set, which was found being on a higher level in the group of APP/PS1 mice with moxibustion treatment. Finally, in order to further explore its mechanism, we analyzed the mitochondrial respiratory chain complex enzymes closely related to energy metabolism, and found that moxibustion can significantly increase the expression of mitochondrial respiratory chain enzymes such as Cox6a2 in the hypothalamus, which could provide energy for mRNA transport. Our research shows that increasing the polarization of hypothalamic Aqp4 through mitochondrial energy supply may be an important target for moxibustion to improve APP/PS1 mice’s cognitive impairment.","The WT mice were male C57BL/6J mice, while AD model mice were male APP/PS1 double transgenic mice. All the mice were screened by Morris water maze test after a week of adaptation. Then APP/PS1 mice were randomly divided into AD model group (APP/PS1) and moxibustion group (APP/PS1+MOX), C57BL/6J wild-type mice were used as control group (WT group). Spatial Transcriptomics were generated by deep sequencing, using Illumina NovaSeq 6000.","2023-01-16 00:00:00","2023-05-31 00:00:00","Wu, Qiaofeng;Liu, Shuqing;Zhang, Ning;Li, Hongying","","Liu, Shuqing et al. “Moxibustion improves hypothalamus <i>Aqp4</i> polarization in APP/PS1 mice: Evidence from spatial transcriptomics.” Frontiers in aging neuroscience vol. 15 1069155. 2 Feb. 2023, doi:10.3389/fnagi.2023.1069155","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222981","Illumina NovaSeq 6000","36819717","2"
"STDS0000211","Re-convolving the compositional landscape of primary and recurrent glioblastoma reveals prognostic and targetable tissue states","Homo sapiens","Brain","GBM Tissue;Human cell lines","","0","0","0","64;65;53;54;33;41;63;71;25;22;68;61;30;59;70;58;48;42;43;69;23","F/M","10x Visium;snRNA;RNAseq","130","0","Primary | Recurrent | Cortex with astrogliosis | Focal architecture abnormalities; hippocampus with focal neuronal loss | Seizure epileptic brain","","This SuperSeries is composed of the SubSeries listed below.","Refer to individual Series","2023-03-29 00:00:00","2023-05-24 00:00:00","Al Dalahmah, Osama","","Al-Dalahmah, Osama et al. “Re-convolving the compositional landscape of primary and recurrent glioblastoma reveals prognostic and targetable tissue states.” Nature communications vol. 14,1 2586. 4 May. 2023, doi:10.1038/s41467-023-38186-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE228500","Illumina NextSeq 500;NextSeq 550;Illumina NovaSeq 6000","37142563","2"
"STDS0000227","Spatial transcriptomics of de novo NEPC and ARPC","Homo sapiens","Prostate","Prostatic cancer","","0","0","0","","Male","10x Visium","1","1","NEPC pT4N1M0 and ARPC pT2aN0M0, Gleason score of 4+4","","We analyze and report the differences in gene expression between de novo NEPC and ARPC using spatial gene expression analysis techniques (Visium CytAssist, 10x genomics).","Formalin-fixed, paraffin-embedded (FFPE) samples of resected prostate specimen","2023-04-21 00:00:00","2023-05-21 00:00:00","Motooka, Daisuke;Watanabe, Ryuta;Miura, Noriyoshi;Kurata, Mie;Kitazawa, Riko;Kikugawa, Tadahiko;Saika, Takashi","","Watanabe, Ryuta et al. “Spatial Gene Expression Analysis Reveals Characteristic Gene Expression Patterns of De Novo Neuroendocrine Prostate Cancer Coexisting with Androgen Receptor Pathway Prostate Cancer.” International journal of molecular sciences vol. 24,10 8955. 18 May. 2023, doi:10.3390/ijms24108955","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230282","DNBSEQ-G400","37240308","5"
"STDS0000222","Spatially Resolved Transcriptomics Deconvolutes Histological Prognostic Subgroups in Patients with Colorectal Cancer and Synchronous Liver Metastases","Homo sapiens","Colon","Primary colorectal cancer;CRLM","","0","0","0","73;76;71;65;60;69;79","","GeoMx DSP","17","0","","","This bulk mRNA data was generated using the Nanostring ncounter platform using an io360 pancancer panel of 900 genes as part of a wider project which included spatial transcriptomic data generated using the Nanostring GeoMx platform.  In this study we compared tissue surgical resected from patients with colorectal cancer and liver metastases.","We compered the matched primary and metastatic lesions.  The lesions were further annotated using histological scores to determine immune infiltration and stromal content, we further used these annotations to interrogate the mRNA data generated from nCounter","2023-02-01 00:00:00","2023-05-11 00:00:00","Wood, Colin;admin, GEO;Pennel, Kathryn;Leslie, Holly;Legrini, Assya;Cameron, Andrew J;Melissourgou-Syka, Lydia;Quinn, Jean A;van Wyk, Hester C;Hay, Jennifer;Roseweir, Antonia K;Nixon, Colin;Roxburgh, Campbell S;McMillan, Donald C;Biankin, Andrew V;Sansom, Owen J;Horgan, Paul G;Edwards, Joanne;Steele, Colin W;Jamieson, Nigel B","","Wood, Colin S et al. “Spatially Resolved Transcriptomics Deconvolutes Prognostic Histological Subgroups in Patients with Colorectal Cancer and Synchronous Liver Metastases.” Cancer research vol. 83,8 (2023): 1329-1344. doi:10.1158/0008-5472.CAN-22-2794","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224235","NanoString Human nCounter PanCancer IO 360 Panel","37057593","2"
"STDS0000220","Analysis of donor pancreata defines the transcriptomic signature and microenvironment of early pre-neoplastic pancreatic lesions","Homo sapiens","Pancreas","Donor pancreas;Primary PDAC tumor","","0","0","0","","","GeoMx DSP","227","0","","","The adult healthy human pancreas has been poorly studied given lack of indication to obtain tissue from the pancreas in the absence of disease and rapid postmortem degradation. We obtained pancreata from brain dead donors thus avoiding any warm ischemia time. The 30 donors were diverse in age and race and had no known pancreas disease. Histopathological analysis of the samples revealed PanIN lesions in most individuals irrespective of age. Using a combination of multiplex immunohistochemistry, single cell RNA sequencing, and spatial transcriptomics, we provide the first ever characterization of the unique microenvironment of the adult human pancreas and of sporadic PanIN lesions. We compared healthy pancreata to pancreatic cancer and peritumoral tissue and observed distinct transcriptomic signatures in fibroblasts, and, to a lesser extent, macrophages. PanIN epithelial cells from healthy pancreata were remarkably transcriptionally similar to cancer cells, suggesting that neoplastic pathways are initiated early in tumorigenesis.","A total of 4 slides containing 6 tissue sections (2 healthy pancreas, 4 tumor) was submitted for spatial transcriptomics.  The Solid Tumor TME Morphology Kit was utilized according to manufacturer instructions to detect epithelial cells (pan-cytokeratin [CK]) and immune cells (CD45), together with DAPI for nuclei detection. 277 ROIs were captured for whole transcriptome profiling.","2023-03-07 00:00:00","2023-05-08 00:00:00","Pasca di Magliano, Marina","","Carpenter, Eileen S et al. “Analysis of Donor Pancreata Defines the Transcriptomic Signature and Microenvironment of Early Neoplastic Lesions.” Cancer discovery vol. 13,6 (2023): 1324-1345. doi:10.1158/2159-8290.CD-23-0013","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226829","Illumina NovaSeq 6000","37021392","2"
"STDS0000215","Gene expression of human angiosarcoma","Homo sapiens","Tumor","Angiosarcomas","","0","0","0","59;Non-metastatic;79;Non-metastatic;75;Non-metastatic;32;Non-metastatic;53;Non-metastatic;67;Non-metastatic;65;Non-metastatic;71;Metastatic;63;Non-metastatic;73;Metastatic;37;Non-metastatic;73;Non-metastatic;54;Metastatic;86;Non-metastatic;58;Non-metastatic;88;Non-metastatic;72;Metastatic;76;Non-metastatic;63;Metastatic;66;Non-metastatic;62;Metastatic;77;Metastatic;35;Non-metastatic;43;Non-metastatic;81;Non-metastatic;77;Non-metastatic;68;Non-metastatic;70;Non-metastatic;80;Non-metastatic;55;Metastatic;65;Metastatic;42;Metastatic;42;Non-metastatic;74;Metastatic;64;Metastatic;45;Non-metastatic;36;Non-metastatic;57;Non-metastatic;60;Non-metastatic;71;Non-metastatic;49;Metastatic;78;Non-metastatic;28;Non-metastatic;60;Metastatic;93;Unknown;78;Metastatic;85;Metastatic;62;Non-metastatic;76;Metastatic;66;Metastatic","F/M","GeoMx DSP","67","0","","","Gene expression profiling of human angiosarcoma samples was performed using the NanoString Human nCounter PanCancer IO 360 Panel","A series of human angiosarcomas was profiled using the NanoString PanCancer IO 360 panel","2023-02-28 00:00:00","2023-05-04 00:00:00","Chan, Jason Yongsheng;admin, GEO;Chan, Jason","","Loh, Jui Wan et al. “Spatial transcriptomics reveal topological immune landscapes of Asian head and neck angiosarcoma.” Communications biology vol. 6,1 461. 27 Apr. 2023, doi:10.1038/s42003-023-04856-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226338","NanoString Human nCounter PanCancer IO 360 Panel","37106027","2"
"STDS0000226","Spatial transcriptomics reveal topological immune landscapes of Asian head and neck angiosarcoma","Homo sapiens","Blood vessel","Angiosarcomas","","0","0","0","","","10x Visium","4","4","Head and Neck Angiosarcoma","","Angiosarcomas are rare malignant tumors of the endothelium, arising commonly from the head and neck region (AS-HN) and recently associated with ultraviolet (UV) exposure and human herpesvirus-7 (HHV-7) infection. We examined 81 cases of angiosarcomas, including 47 cases of AS-HN, integrating information from whole genome sequencing, gene expression profiling and spatial transcriptomics (10X Visium). In this dataset spatial transcriptomics revealed topological profiles of the tumor microenvironment, identifying dominant but tumor-excluded inflammatory signals in “immune-hot” cases and immune foci even in otherwise “cold” cases. In conclusion, spatial transcriptomics reveal the tumor immune landscape of angiosarcoma, and in combination with multi-omic information, may improve implementation of treatment strategies.","Spatial transcriptomics of 4 Asian Head and Neck Angiosarcoma
10X Genomics Visium","2023-03-16 00:00:00","2023-05-03 00:00:00","Lim, Abner;Chan, Yong-Sheng J;Loh, Jui W;Lim, Abner H","","Loh, Jui Wan et al. “Spatial transcriptomics reveal topological immune landscapes of Asian head and neck angiosarcoma.” Communications biology vol. 6,1 461. 27 Apr. 2023, doi:10.1038/s42003-023-04856-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227469","Illumina NovaSeq 6000","37106027","3"
"STDS0000184","Spatial transcriptomics on human lumbar spinal cord","Homo sapiens","Spinal cord","Lumbar spinal cord (L3/L4);Lumbar spinal cord (L5/S1)","","0","108424","36601","","","10x Visium","25","25","","","This study includes spatial transcriptomics on the human lumbar spinal cord using the 10x Genomics Visium platform. Frozen sections of spinal cord were placed on Visium slide arrays and processed using the 10x Genomics workflow, followed by alignment and quantification using the spaceranger package.","Spatial transcriptomics using the 10x Genomics Visium array, on 20 sections from 4 donors","2023-01-06 00:00:00","2023-05-02 00:00:00","Menon, Vilas;Levine, Ariel J","","Yadav, Archana et al. “A cellular taxonomy of the adult human spinal cord.” Neuron vol. 111,3 (2023): 328-344.e7. doi:10.1016/j.neuron.2023.01.007","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222322","Illumina HiSeq 3000","36731429","5"
"STDS0000229","Single-nucleus Ribonucleic Acid-sequencing and Spatial Transcriptomics Reveal the Cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in Mice with Myocardial Ischemia-Reperfusion Injury","Mus musculus","Heart","","","0","0","0","","","10x Visium","3","3","","","The Shexiang Baoxin Pill (MUSKARDIA) has been extensively used to treat cardiovascular diseases in China for four decades, and its clinical efficacy has been widely approved. However, the mechanism by which this is achieved remains largely unexplored. Research attempting to understand the underlying mechanism is ongoing, but the findings are controversial. Here, we aimed to explore the possible mechanism of MUSKARDIA in myocardial ischemia-reperfusion (I/R) injury using heart single-nucleus and spatial ribonucleic acid (RNA) sequencing.","Heart tissues of C57BL/6 mice were isolated from sham, I/R, and MUSKARDIA groups and analyzed using scRNAseq.","2023-03-13 00:00:00","2023-04-29 00:00:00","Lin, Wenyong;Chen, Xin;Wang, Dongyuan;Lu, Ruixia;Zhang, Chunling;Niu, Zhenchao;Chen, Jie;Ruan, Xiaofen;Wang, Xiaolong","","Lin, Wenyong et al. “Single-nucleus ribonucleic acid-sequencing and spatial transcriptomics reveal the cardioprotection of Shexiang Baoxin Pill (SBP) in mice with myocardial ischemia-reperfusion injury.” Frontiers in pharmacology vol. 14 1173649. 9 May. 2023, doi:10.3389/fphar.2023.1173649","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227238","Illumina NovaSeq 6000","37229263","3"
"STDS0000208","Spatially resolved transcriptomics reveals innervation-responsive functional cluster in skeletal muscle.","Mus musculus","Muscle","","","0","0","0","","","10x Visium","1","0","","","Striated muscle is a highly organized structure composed by well-defined anatomical domains with integrated but distinct assignments. Indeed, the lack of a direct correlation between tissue architecture and gene expression has thus far limited our understanding of how each unit responds to physio-pathologic contexts.  Here, we show how the combined use of spatially resolved transcriptomics and immunofluorescence can bridge this gap by enabling the unbiased identification of such domains and the characterization of their response to external perturbations. Using a spatiotemporal analysis, we followed the changes in the transcriptomics profile of specific domains in muscle in a model of denervation. Furthermore, our approach allowed us to identify the spatial distribution and nerve dependence of atrophic signalling pathway and polyamine metabolism to glycolytic fibres. Indeed, we demonstrate a pronounced alteration of polyamine homeostasis upon denervation.","Spatial Transcriptomics analysis of wildtype murine Tibialis Anterior and Extensor digitorum longus prior and after Nerve Crush  (3 days  and 30 days )","2022-03-14 00:00:00","2023-04-20 00:00:00","Giordani, Lorenzo;Giodani, Lorenzo;D'Ercole, Chiara;Madaro, Luca","","D'Ercole, Chiara et al. “Spatially resolved transcriptomics reveals innervation-responsive functional clusters in skeletal muscle.” Cell reports vol. 41,12 (2022): 111861. doi:10.1016/j.celrep.2022.111861","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198596","Illumina NovaSeq 6000","36543136","3"
"STDS0000193","Spatial epigenome-transcriptome co-profiling of mammalian tissues","Homo sapiens;Mus musculus","Brain;Eymbro","Brain;Embryo;Hippocampus","","0","128647","2500","","","CUT&Tag","22","0","","","This SuperSeries is composed of the SubSeries listed below.","Refer to individual Series","2022-05-29 00:00:00","2023-04-14 00:00:00","Zhang, Di","","Zhang, Di et al. “Spatial epigenome-transcriptome co-profiling of mammalian tissues.” Nature vol. 616,7955 (2023): 113-122. doi:10.1038/s41586-023-05795-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205055","Illumina NovaSeq 6000;Illumina NovaSeq 6000","36922587","4"
"STDS0000207","Time-course single-cell and spatial transcriptomics of reovirus-induced myocarditis in neonatal mice","Mus musculus","Ileum;Heart","","","0","0","0","","","scRNA;10x Visium","29","0","","","A significant fraction of sudden death in young adults is due to myocarditis, an inflammatory disease of the heart, most often caused by viral infection. Here we used single-cell and spatially resolved RNA sequencing (RNA-seq) to study the cellular and spatial  heterogeneity of myocarditic processes in the hearts of reovirus-infected neonatal mice at multiple predetermined time points after initial infection at the primary site of infection. We further applied these technologies to study the innate response to reovirus infection in the intestine. In addition, we performed time-dependent single-cell RNA-seq (scRNA-seq) of cardiac tissues of mice infected with a reovirus point mutant that does not cause myocarditis. To establish viral tropism, we implemented molecular enrichment of non-polyadenylated viral transcripts that were otherwise poorly represented in the transcriptomes. Our measurements give insight into the cardiac cell-type specificity of innate immune responses, into the tropism of the virus in the intestine and the heart, into the transcriptional states of cell types involved in the production of inflammatory cytokines and the recruitment of circulating immune cells, and into the cell type specific gene expression in a spatial context. Overall, our data identify cellular interactions and cell-type specific host responses during reovirus-induced myocarditis.","Time-course single-cell and spatial transcriptomics of ileum and heart tissues from reovirus-infected neonatal mice","2021-11-26 00:00:00","2023-04-13 00:00:00","De Vlaminck, Iwijn;Mantri, Madhav;Hinchman, Meleana M;Parker, John L","","Mantri, Madhav et al. “Spatiotemporal transcriptomics reveals pathogenesis of viral myocarditis.” Nature cardiovascular research vol. 1,10 (2022): 946-960. doi:10.1038/s44161-022-00138-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE189636","Illumina NextSeq 500;Illumina MiniSeq;NextSeq 2000","36970396","2"
