id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocytes|Astrocytes	Astrocytes|Erythroid cells	Astrocytes|Interneurons	Astrocytes|Neuroblasts1	Astrocytes|Neuroblasts2	Astrocytes|Neurons1	Astrocytes|Neurons2	Astrocytes|Neurons3	Astrocytes|Platelets	Astrocytes|Pyramidal cells	Astrocytes|Unknown	Erythroid cells|Astrocytes	Erythroid cells|Erythroid cells	Erythroid cells|Interneurons	Erythroid cells|Neuroblasts1	Erythroid cells|Neuroblasts2	Erythroid cells|Neurons1	Erythroid cells|Neurons2	Erythroid cells|Neurons3	Erythroid cells|Platelets	Erythroid cells|Pyramidal cells	Erythroid cells|Unknown	Interneurons|Astrocytes	Interneurons|Erythroid cells	Interneurons|Interneurons	Interneurons|Neuroblasts1	Interneurons|Neuroblasts2	Interneurons|Neurons1	Interneurons|Neurons2	Interneurons|Neurons3	Interneurons|Platelets	Interneurons|Pyramidal cells	Interneurons|Unknown	Neuroblasts1|Astrocytes	Neuroblasts1|Erythroid cells	Neuroblasts1|Interneurons	Neuroblasts1|Neuroblasts1	Neuroblasts1|Neuroblasts2	Neuroblasts1|Neurons1	Neuroblasts1|Neurons2	Neuroblasts1|Neurons3	Neuroblasts1|Platelets	Neuroblasts1|Pyramidal cells	Neuroblasts1|Unknown	Neuroblasts2|Astrocytes	Neuroblasts2|Erythroid cells	Neuroblasts2|Interneurons	Neuroblasts2|Neuroblasts1	Neuroblasts2|Neuroblasts2	Neuroblasts2|Neurons1	Neuroblasts2|Neurons2	Neuroblasts2|Neurons3	Neuroblasts2|Platelets	Neuroblasts2|Pyramidal cells	Neuroblasts2|Unknown	Neurons1|Astrocytes	Neurons1|Erythroid cells	Neurons1|Interneurons	Neurons1|Neuroblasts1	Neurons1|Neuroblasts2	Neurons1|Neurons1	Neurons1|Neurons2	Neurons1|Neurons3	Neurons1|Platelets	Neurons1|Pyramidal cells	Neurons1|Unknown	Neurons2|Astrocytes	Neurons2|Erythroid cells	Neurons2|Interneurons	Neurons2|Neuroblasts1	Neurons2|Neuroblasts2	Neurons2|Neurons1	Neurons2|Neurons2	Neurons2|Neurons3	Neurons2|Platelets	Neurons2|Pyramidal cells	Neurons2|Unknown	Neurons3|Astrocytes	Neurons3|Erythroid cells	Neurons3|Interneurons	Neurons3|Neuroblasts1	Neurons3|Neuroblasts2	Neurons3|Neurons1	Neurons3|Neurons2	Neurons3|Neurons3	Neurons3|Platelets	Neurons3|Pyramidal cells	Neurons3|Unknown	Platelets|Astrocytes	Platelets|Erythroid cells	Platelets|Interneurons	Platelets|Neuroblasts1	Platelets|Neuroblasts2	Platelets|Neurons1	Platelets|Neurons2	Platelets|Neurons3	Platelets|Platelets	Platelets|Pyramidal cells	Platelets|Unknown	Pyramidal cells|Astrocytes	Pyramidal cells|Erythroid cells	Pyramidal cells|Interneurons	Pyramidal cells|Neuroblasts1	Pyramidal cells|Neuroblasts2	Pyramidal cells|Neurons1	Pyramidal cells|Neurons2	Pyramidal cells|Neurons3	Pyramidal cells|Platelets	Pyramidal cells|Pyramidal cells	Pyramidal cells|Unknown	Unknown|Astrocytes	Unknown|Erythroid cells	Unknown|Interneurons	Unknown|Neuroblasts1	Unknown|Neuroblasts2	Unknown|Neurons1	Unknown|Neurons2	Unknown|Neurons3	Unknown|Platelets	Unknown|Pyramidal cells	Unknown|Unknown
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.01	0.0	0.02	0.01	0.012	0.023	0.017	0.026	0.012	0.014	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.036	0.026	0.028	0.039	0.033	0.042	0.028	0.03	0.033	0.02	0.0	0.03	0.02	0.021	0.033	0.026	0.035	0.022	0.024	0.026	0.007	0.0	0.017	0.007	0.009	0.02	0.014	0.023	0.009	0.011	0.014	0.048	0.0	0.058	0.048	0.05	0.061	0.055	0.064	0.05	0.052	0.055	0.017	0.0	0.027	0.017	0.019	0.03	0.024	0.032	0.019	0.021	0.024	0.045	0.0	0.055	0.045	0.046	0.058	0.051	0.06	0.047	0.049	0.051	0.005	0.0	0.015	0.005	0.007	0.018	0.012	0.02	0.007	0.009	0.012	0.023	0.0	0.033	0.023	0.025	0.036	0.029	0.038	0.025	0.027	0.03	0.025	0.0	0.035	0.025	0.027	0.038	0.032	0.041	0.027	0.03	0.032
CPI-SC0E53A238E	COL11A1_integrin_a1b1_complex	simple:P12107	complex:integrin_a1b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.0	0.008	0.008	0.009	0.007	0.0	0.0	0.031	0.007	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.004	0.005	0.004	0.0	0.0	0.027	0.004	0.008	0.006	0.0	0.006	0.006	0.007	0.005	0.0	0.0	0.029	0.006	0.01	0.004	0.0	0.004	0.004	0.005	0.004	0.0	0.0	0.027	0.004	0.008	0.004	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.006	0.006	0.007	0.005	0.0	0.0	0.029	0.005	0.009	0.003	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.005	0.0	0.005	0.005	0.006	0.005	0.0	0.0	0.028	0.005	0.009
CPI-SC0E83A4B71	COL12A1_integrin_a1b1_complex	simple:Q99715	complex:integrin_a1b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.015	0.016	0.015	0.0	0.0	0.038	0.015	0.019	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0FCF853DB	COL13A1_integrin_a1b1_complex	simple:Q5TAT6	complex:integrin_a1b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.026	0.026	0.027	0.026	0.0	0.0	0.049	0.026	0.03	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC06AD39F88	COL16A1_integrin_a1b1_complex	simple:Q07092	complex:integrin_a1b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.025	0.025	0.026	0.024	0.0	0.0	0.048	0.024	0.028	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08DBCCFF0	COL1A1_integrin_a1b1_complex	simple:P02452	complex:integrin_a1b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.002	0.0	0.002	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.358	0.0	0.358	0.357	0.359	0.357	0.0	0.0	0.38	0.357	0.361	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.005	0.0	0.005	0.005	0.006	0.004	0.0	0.0	0.028	0.005	0.009
CPI-SC09DB9D20A	COL1A2_integrin_a1b1_complex	simple:P08123	complex:integrin_a1b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.001	0.005	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.002	0.006	0.002	0.0	0.001	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.271	0.271	0.272	0.271	0.0	0.0	0.294	0.271	0.275	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC065DB6486	COL21A1_integrin_a1b1_complex	simple:Q96P44	complex:integrin_a1b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.007	0.0	0.007	0.007	0.008	0.006	0.0	0.0	0.03	0.006	0.01	0.003	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.003	0.0	0.003	0.003	0.004	0.002	0.0	0.0	0.026	0.002	0.006	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.003	0.005	0.003	0.0	0.0	0.026	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0713C9654	COL22A1_integrin_a1b1_complex	simple:Q8NFW1	complex:integrin_a1b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.0	0.002	0.002	0.004	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.002	0.0	0.001	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.003	0.004	0.002	0.0	0.0	0.026	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC01E6BE079	COL26A1_integrin_a1b1_complex	simple:Q96A83	complex:integrin_a1b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.0	0.004	0.004	0.005	0.003	0.0	0.0	0.027	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.002	0.0	0.002	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.005	0.005	0.006	0.005	0.0	0.0	0.028	0.005	0.009	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC050F64BB5	COL27A1_integrin_a1b1_complex	simple:Q8IZC6	complex:integrin_a1b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.008	0.008	0.009	0.008	0.0	0.0	0.031	0.008	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0EA8ABCFD	COL2A1_integrin_a1b1_complex	simple:P02458	complex:integrin_a1b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.029	0.0	0.029	0.029	0.03	0.028	0.0	0.0	0.052	0.028	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.014	0.0	0.014	0.014	0.015	0.014	0.0	0.0	0.037	0.014	0.018	0.011	0.0	0.01	0.01	0.012	0.01	0.0	0.0	0.033	0.01	0.014	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.004	0.005	0.003	0.0	0.0	0.027	0.003	0.007	0.013	0.0	0.013	0.013	0.014	0.012	0.0	0.0	0.036	0.012	0.016	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.01	0.0	0.01	0.01	0.011	0.009	0.0	0.0	0.033	0.01	0.014
CPI-SC00367777A	COL3A1_integrin_a1b1_complex	simple:P02461	complex:integrin_a1b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.002	0.004	0.002	0.0	0.0	0.026	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.448	0.0	0.447	0.447	0.448	0.447	0.0	0.0	0.47	0.447	0.451	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0744E13CB	COL4A1_integrin_a1b1_complex	simple:P02462	complex:integrin_a1b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.001	0.006	0.004	0.0	0.004	0.004	0.005	0.004	0.0	0.0	0.027	0.004	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.226	0.226	0.227	0.225	0.0	0.0	0.249	0.225	0.229	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC042B580A3	COL4A5_integrin_a1b1_complex	simple:P29400	complex:integrin_a1b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.006	0.008	0.006	0.0	0.0	0.03	0.006	0.01	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0592501EA	COL5A1_integrin_a1b1_complex	simple:P20908	complex:integrin_a1b1_complex	COL5A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.011	0.011	0.012	0.011	0.0	0.0	0.034	0.011	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC037A0554C	COL5A2_integrin_a1b1_complex	simple:P05997	complex:integrin_a1b1_complex	COL5A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.0	0.007	0.007	0.008	0.006	0.0	0.0	0.03	0.006	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.008	0.0	0.007	0.007	0.008	0.007	0.0	0.0	0.03	0.007	0.011	0.003	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.004	0.0	0.004	0.004	0.005	0.003	0.0	0.0	0.027	0.003	0.007	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.123	0.0	0.123	0.123	0.124	0.123	0.0	0.0	0.146	0.123	0.127	0.002	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.025	0.002	0.006	0.004	0.0	0.004	0.004	0.005	0.004	0.0	0.0	0.027	0.004	0.008
CPI-SC0ECDD1074	COL6A3_integrin_a1b1_complex	simple:P12111	complex:integrin_a1b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.004	0.0	0.004	0.004	0.005	0.004	0.0	0.0	0.027	0.004	0.008	0.002	0.0	0.001	0.001	0.003	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC03760D980	COL8A1_integrin_a1b1_complex	simple:P27658	complex:integrin_a1b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.002	0.004	0.002	0.0	0.0	0.025	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.024	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC03AF43F8B	SEMA7A_integrin_a1b1_complex	simple:O75326	complex:integrin_a1b1_complex	SEMA7A		False	False	False	curated	True	Ligand-Receptor	Signaling by Semaphorin	0.002	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.025	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.004	0.004	0.005	0.004	0.0	0.0	0.027	0.004	0.008	0.006	0.0	0.006	0.006	0.007	0.005	0.0	0.0	0.029	0.006	0.01	0.007	0.0	0.007	0.007	0.008	0.007	0.0	0.0	0.03	0.007	0.011	0.007	0.0	0.007	0.007	0.008	0.007	0.0	0.0	0.03	0.007	0.011	0.003	0.0	0.003	0.003	0.004	0.003	0.0	0.0	0.026	0.003	0.007	0.01	0.0	0.01	0.01	0.011	0.01	0.0	0.0	0.033	0.01	0.014	0.015	0.0	0.014	0.014	0.015	0.014	0.0	0.0	0.037	0.014	0.018	0.015	0.0	0.015	0.015	0.016	0.014	0.0	0.0	0.038	0.015	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B991F6B1	COL11A1_integrin_a10b1_complex	simple:P12107	complex:integrin_a10b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.0	0.0	0.008	0.0	0.007	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.006	0.0	0.006	0.0	0.0	0.0	0.005	0.0	0.004	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.003	0.0	0.0	0.004	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.006	0.0	0.005	0.0	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.005	0.0	0.0	0.005	0.0	0.005	0.0	0.0	0.0	0.005	0.0
